,movieId,title,genres,plot
184,356,Forrest Gump (1994),Comedy|Romance|War,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart."
185,357,Four Weddings and a Funeral (1994),Comedy|Romance,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love."
186,358,Higher Learning (1995),Drama,"People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus."
187,361,It Could Happen to You (1994),Drama|Romance,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.
188,362,"Jungle Book, The (1994)",Adventure|Children's|Romance,"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle."
189,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,"A documentary about the life and work of Leni Riefenstahl, a German film director most notorious for making the most effective propaganda films for the Nazis."
190,364,"Lion King, The (1994)",Animation|Children's|Musical,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
191,366,Wes Craven's New Nightmare (1994),Horror,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?
192,367,"Mask, The (1994)",Comedy|Crime|Fantasy,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.
193,368,Maverick (1994),Action|Comedy|Western,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief."
194,370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.
195,371,"Paper, The (1994)",Comedy|Drama,"New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer."
196,372,Reality Bites (1994),Comedy|Drama,"A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston."
197,373,Red Rock West (1992),Thriller,"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue."
198,376,"River Wild, The (1994)",Action|Thriller,Rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.
199,377,Speed (1994),Action|Romance|Thriller,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
200,379,Timecop (1994),Action|Sci-Fi,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future."
201,380,True Lies (1994),Action|Adventure|Comedy|Romance,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States."
202,381,When a Man Loves a Woman (1994),Drama,The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.
203,382,Wolf (1994),Drama|Horror,Publisher Will Randall becomes a werewolf and has to fight to keep his job.
204,383,Wyatt Earp (1994),Western,"From Wichita to Dodge City to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure and desperate, heroic action."
205,388,Boys Life (1995),Drama,"Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of the summer, he realizes and embraces that he's gay. In ""A Friend of Dorothy,"" Winston arrives from upstate for his freshman year at NYU. He has to figure out, with some help from Anne, a hometown friend, how to build a social life as a young gay man in the city. In ""The Disco Years,"" Tom looks back on 1978, the year in high school that he came out of the closet after one joyful and several painful encounters."
206,390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,"Three go-go dancers holding a young girl hostage come across a crippled old man living with his two sons in the desert. After learning he's hiding a sum of cash around, the women start scheming on him."
207,407,In the Mouth of Madness (1995),Horror|Thriller,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.
208,408,8 Seconds (1994),Drama,"This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert."
209,410,Addams Family Values (1993),Comedy,"The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie."
210,412,"Age of Innocence, The (1993)",Drama,"A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin."
211,417,Barcelona (1994),Comedy|Romance,"An American working in Barcelona, having sworn off beautiful women, is forced to be host to his playboy cousin in this witty comedy of good intentions and mixed signals."
212,421,Black Beauty (1994),Adventure|Children's,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life."
213,423,Blown Away (1994),Action|Thriller,An Irish bomber escapes from prison and targets a member of the Boston bomb squad.
214,425,Blue Sky (1994),Drama|Romance,"Jessica Lange stars in a period drama about a family moving to a military base, and she quickly becomes part of a cover-up involving nuclear bomb tests."
215,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.
216,428,"Bronx Tale, A (1993)",Drama,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
217,431,Carlito's Way (1993),Crime|Drama,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
218,434,Cliffhanger (1993),Action|Adventure|Crime,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.
219,435,Coneheads (1993),Comedy|Sci-Fi,Aliens with conical crania crash-land on Earth.
220,440,Dave (1993),Comedy|Romance,An uncanny Presidential lookalike named Dave is recruited by the Secret Service to become a momentary stand-in for the President of the United States.
221,441,Dazed and Confused (1993),Comedy,The adventures of high school and junior high students on the last day of school in May 1976.
222,442,Demolition Man (1993),Action|Sci-Fi,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.
223,446,Farewell My Concubine (1993),Drama|Romance,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
224,448,Fearless (1993),Drama,A man's personality is dramatically changed after surviving a major airline crash.
225,449,Fear of a Black Hat (1993),Comedy,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group."
226,450,With Honors (1994),Comedy|Drama,"Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage."
227,454,"Firm, The (1993)",Drama|Thriller,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.
